Title,Detail URL,Location,Bedrooms,Bathrooms,House Size,Price,Property Type,Listing Date,Amenities
4 Bedroom House,https://www.property24.co.ke/4-bedroom-house-for-sale-in-loresho-116910289,Loresho,4,2,58 m²,KSh 85 000 000,House,11-Feb-26,
3 Bedroom Apartment / Flat,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kileleshwa-116929541,Kileleshwa,3,4,180 m²,KSh 18 000 000,Apartment / Flat,16-Feb-26,
4 Bedroom Apartment / Flat,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kileleshwa-116875705,Kileleshwa,4,4,272 m²,KSh 28 000 000,Apartment / Flat,03-Feb-26,
5 Bedroom Townhouse,https://www.property24.co.ke/5-bedroom-townhouse-for-sale-in-lavington-116875794,Lavington,5,5,600 m²,KSh 105 000 000,Townhouse,03-Feb-26,Solar Water heaters
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kileleshwa-116790764,Kileleshwa,2,1,68 m²,KSh 6 800 000,Apartment / Flat,12-Jan-26,
3 Bedroom Apartment / Flat,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-westlands-116950128,Westlands,3,3,203 m²,KSh 35 000 000,Apartment / Flat,20-Feb-26,
3 Bedroom Apartment / Flat,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kilimani-116758322,Kilimani,3,3,173 m²,KSh 24 270 000,Apartment / Flat,22-Dec-25,"10 High-speed elevators, Swimming pool, Fully equipped gym, Events center & recreational lounge, Cycling path and kids’ play area, CCTV surveillance and intercom system, Borehole and backup water supply, Beautiful lighting fixtures and modern finishes, Fitted kitchens with high-quality fittings, Nearby Public Facilities, Conveniently located close to:, Yaya Centre, Adlife Plaza, and Junction Mall for shopping and dining, Reputable schools such as Makini, French School, and Riara Schools, Easy access to public transport, Kindaruma Road, and Argwings Kodhek Road"
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116875423,Westlands,1,1,5708 m²,KSh 7 030 000,Apartment / Flat,03-Feb-26,"Galaxy One is designed to elevate everyday living with a suite of exclusive facilities:, Luxurious reception lobby, Dry cleaning room for residents’ convenience, Meeting & conference lounge, Indoor 20m mini golf practice court, Spacious kids’ play area, Private 8-seat theater room, Spa & sauna for ultimate relaxation, Infinity swimming pool with city views, Yoga & wellness deck, Fully equipped modern gym, Residents’ coffee house & outdoor barbecue area, Full power backup with generator, High-speed lifts, 24/7 security with CCTV surveillance, Why Choose Galaxy One?, Competitive pricing with strong capital appreciation and rental yields, A community-centered design offering recreation, wellness, and lifestyle conveniences, ?? 0704350354"
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116887414,Westlands,1,1,70 m²,KSh 12 870 000,Apartment / Flat,05-Feb-26,
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116875999,Westlands,1,1,50 m²,KSh 7 000 000,Apartment / Flat,03-Feb-26,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116706890,Westlands,2,2,115 m²,KSh 12 000 000,Apartment / Flat,02-Dec-25,"# High-Speed Lifts: 2 per block for seamless movement, # Heated Swimming Pool: Enjoy year-round luxury, # Kids’ Play Area: Safe and fun for children, # Café: Relax and unwind, # Yoga Studio: Wellness at your doorstep, # CCTV Surveillance: 24/7 security monitoring, # Water Borehole: Reliable water supply, # Mini Shop: Convenience within the residence, # Control Room: Enhanced security and monitoring, # Modern, High-Quality Finishing: Crafted for luxury, Seamlessly blends luxury, convenience, and an unbeatable location., Secure your unit today! Completion Date: Q3 2027, PAYMENT"
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-riverside-116866413,Riverside,1,1,1.4 acres,KSh 7 500 000,Apartment / Flat,30-Jan-26,Call/WhatsApp for more information and viewing arrangements
3 Bedroom Apartment / Flat,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-westlands-116914314,Westlands,3,4,131 m²,KSh 14 800 000,Apartment / Flat,11-Feb-26,
Vacant Land / Plot,https://www.property24.co.ke/vacant-land-plot-for-sale-in-lower-kabete-116871797,Lower Kabete,1,1,4 acres,KSh 400 000 000,Vacant Land / Plot,02-Feb-26,
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116761941,Westlands,1,1,70 m²,KSh 12 800 000,Apartment / Flat,28-Dec-25,"The superbly presented masterpiece sits on 0.5 acres, soaring upwards with levels 20 floors of luxury residences. Enjoy an emphasis on executive interior designs, spectacular layouts with full maximization of spaces stylish fully fitted kitchen equipped with premium appliances and large floor-to-ceiling doors allowing much natural light into the residence., – Resident Reception equivalent to a 5 Star Hotel Standard With 24 hours Service and Concierge, – Branded Multi Cuisine Restaurant, – Convenience Store at GF, – Children Day Care Facility, – Pet Grooming and Pet Hotel Facility, – Rooftop Infinity Swimming Pool; Poolside Seating and Sun Deck, – Zumba & Aerobics Studio For High Intensity Exercises, – CCTV & 24 Hour Security, – Key Card Access, – Sauna and Massage Rooms, – Gym Fitted Out With Equipment, – Luxury Unisex Salon, – Panoramic Rooftop Bar and Cigar Lounge, – Fully Backed Up Generator, – Security and Fire Standards to EU And World Bank Requirements, – Wifi Internet Connection, – Bespoke Fully-fitted Modular Kitchen With Lavish Composite Stone, – Countertops and Backsplashes, – Fully Integrated Wardrobes in The Bedrooms, – Anti – Skid Porcelain Floor Tiles, – Imported Premium Sanitary Ware, – Expansive Balconies With Uninterrupted Views"
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116747096,Westlands,1,1,78 m²,KSh 9 000 000,Apartment / Flat,16-Dec-25,
3 Bedroom Apartment / Flat,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kilimani-116695476,Kilimani,3,3,120 m²,KSh 13 000 000,Apartment / Flat,27-Nov-25,"Swimming pool, Fully equipped gym, Children’s play area, CCTV surveillance & visual intercom system, Contact/WhatsApp: +254 721 514 314"
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-116695329,Kilimani,2,2,91 m²,KSh 11 400 000,Apartment / Flat,27-Nov-25,Call/WhatsApp: +254 721 514 314
5 Bedroom Apartment / Flat,https://www.property24.co.ke/5-bedroom-apartment-flat-for-sale-in-kileleshwa-116695174,Kileleshwa,5,6,367 m²,KSh 41 000 000,Apartment / Flat,27-Nov-25,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116723990,Westlands,2,3,145 m²,KSh 17 450 000,Apartment / Flat,07-Dec-25,"Kids Play Area, High-Speed Lifts, Fully Equipped Gym, Swimming Pool, Power Back-up Generator, CCTV Surveillance"
Vacant Land / Plot,https://www.property24.co.ke/vacant-land-plot-for-sale-in-kilimani-116883432,Kilimani,2,2,0.74 acres,KSh 270 000 000,Vacant Land / Plot,04-Feb-26,
Vacant Land / Plot,https://www.property24.co.ke/vacant-land-plot-for-sale-in-karen-116910015,Karen,6,7,500 m²,KSh 195 000 000,Vacant Land / Plot,10-Feb-26,
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kileleshwa-116923136,Kileleshwa,1,1,43 m²,KSh 4 600 000,Apartment / Flat,14-Feb-26,
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116692307,Westlands,1,1,64 m²,KSh 8 790 000,Apartment / Flat,26-Nov-25,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116703310,Westlands,2,3,145 m²,KSh 14 000 000,Apartment / Flat,30-Nov-25,"# High-Speed Lifts: 2 per block for seamless movement, # Heated Swimming Pool: Enjoy year-round luxury, # Kids’ Play Area: Safe and fun for children, # Café: Relax and unwind, # Yoga Studio: Wellness at your doorstep, # CCTV Surveillance: 24/7 security monitoring, # Water Borehole: Reliable water supply, # Mini Shop: Convenience within the residence, # Control Room: Enhanced security and monitoring, # Modern, High-Quality Finishing: Crafted for luxury, Seamlessly blends luxury, convenience, and an unbeatable location., Secure your unit today! Completion Date: Q3 2027, PAYMENT"
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116898211,Westlands,1,1,58 m²,KSh 7 500 000,Apartment / Flat,08-Feb-26,
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116712066,Westlands,1,1,87 m²,KSh 9 600 000,Apartment / Flat,03-Dec-25,
3 Bedroom Apartment / Flat,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kilimani-116903379,Kilimani,3,2,80 m²,KSh 13 500 000,Apartment / Flat,09-Feb-26,
3 Bedroom Townhouse,https://www.property24.co.ke/3-bedroom-townhouse-for-sale-in-runda-116692155,Runda,3,3,155 m²,KSh 89 000 000,Townhouse,26-Nov-25,
6 Bedroom Townhouse,https://www.property24.co.ke/6-bedroom-townhouse-for-sale-in-lavington-116689685,Lavington,6,7,358 m²,KSh 85 000 000,Townhouse,25-Nov-25,"• Fully equipped modern gym and fitness area, • Secure children’s playground within the development, • Full power backup system ensuring uninterrupted electricity, • Advanced CCTV surveillance, 24-hour security, and electric perimeter fencing, • Manicured landscapes and well-maintained common areas, creating an elegant, resort-like ambience, Price: From KSh 85M, Location: Lavington"
4 Bedroom Apartment / Flat,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-westlands-116732513,Westlands,4,4,150 m²,KSh 15 000 000,Apartment / Flat,10-Dec-25,
3 Bedroom Apartment / Flat,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kilimani-116732453,Kilimani,3,3,110 m²,KSh 11 000 000,Apartment / Flat,10-Dec-25,
3 Bedroom Apartment / Flat,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-westlands-116698415,Westlands,3,4.5,142 m²,KSh 17 000 000,Apartment / Flat,27-Nov-25,"Ground Floor, Grand reception with 6M ceilings, Dry cleaning room, Lift lobby, Mezzanine Floor, Lounge & relaxation area, Indoor mini golf court (20m), Conference & meeting rooms, 8-seat theater room, Spa & sauna, Reading lounge, Indoor kids' play area, Infinity swimming pool with panoramic city views, Yoga & wellness deck, Residents’ coffee house & BBQ area, Fully equipped gym, Modern high-speed lifts, Backup generator, 24/7 security & CCTV, Smart locks & intercom system, Why Invest in Galaxy ONE, Iconic architecture and high-quality finishes, Cross-ventilated, well-lit apartments, Low building coverage with 2 green courtyards, Sky-high rooftop pool with 360° views, Short walking distance to Waiyaki Way, Easy access to CBD, malls, hospitals, airport, schools, Professional 24/7 facilities management & security, Planned housekeeping & handyman services on standby, High ROI potential and investor demand, Call/WhatsApp: +254 721 514314"
3 Bedroom Apartment / Flat,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kileleshwa-116756840,Kileleshwa,3,3,205 m²,KSh 23 000 000,Apartment / Flat,21-Dec-25,
3 Bedroom Apartment / Flat,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kileleshwa-116756404,Kileleshwa,3,3,180 m²,KSh 19 000 000,Apartment / Flat,21-Dec-25,"•	Coffee Lounge for Residents, •	Clubhouse for Events and Gatherings, •	Heated Swimming Pool, •	Hotel-Style Reception Lobby, •	Borehole and County Water Supply, •	Full Backup Generator, •	Fully Equipped Gym, •	High-Speed Lifts, •	CCTV Surveillance & Electric Fence, •	Children’s Play Area, •	DSTV and Internet Ready, •	Private Balconies for Every Unit"
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116781746,Westlands,2,1,76 m²,KSh 7 000 000,Apartment / Flat,08-Jan-26,
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kileleshwa-116950798,Kileleshwa,1,1,119 m²,KSh 3 450 000,Apartment / Flat,21-Feb-26,
4 Bedroom Apartment / Flat,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kilimani-116732418,Kilimani,4,4,130 m²,KSh 13 000 000,Apartment / Flat,10-Dec-25,
5 Bedroom Townhouse,https://www.property24.co.ke/5-bedroom-townhouse-for-sale-in-lavington-116936364,Lavington,5,5,102 m²,KSh 60 000 000,Townhouse,18-Feb-26,
3 Bedroom Apartment / Flat,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kilimani-116766053,Kilimani,3,4,212 m²,KSh 18 000 000,Apartment / Flat,02-Jan-26,
4 Bedroom House,https://www.property24.co.ke/4-bedroom-house-for-sale-in-kasarani-116936333,Kasarani,4,4,150 m²,KSh 12 000 000,House,18-Feb-26,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116686980,Westlands,2,2,85 m²,KSh 12 910 000,Apartment / Flat,25-Nov-25,"400 m² Fully Equipped Gym, 1.7-Acre Shopping Mall, Heated Indoor & Outdoor Swimming Pool, Indoor & Outdoor Kids’ Playgrounds, Recreation Club, Yoga Room, Reading Lounge & Co-working Space, Coffee Bar, 24-hour Security & CCTV, Borehole Water with Purifier, Full Backup Generator"
3 Bedroom Apartment / Flat,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kileleshwa-116950730,Kileleshwa,3,4,88 m²,KSh 20 000 000,Apartment / Flat,21-Feb-26,
3 Bedroom Apartment / Flat,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-westlands-116682896,Westlands,3,4,141 m²,KSh 18 100 000,Apartment / Flat,24-Nov-25,
4 Bedroom Apartment / Flat,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-westlands-116686985,Westlands,4,5.5,213 m²,KSh 31 000 000,Apartment / Flat,25-Nov-25,"400 m² Fully Equipped Gym, 1.7-Acre Shopping Mall, Heated Indoor & Outdoor Swimming Pool, Indoor & Outdoor Kids’ Playgrounds, Recreation Club, Yoga Room, Reading Lounge & Co-working Space, Coffee Bar, 24-hour Security & CCTV, Borehole Water with Purifier, Full Backup Generator"
4 Bedroom Apartment / Flat,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-westlands-116944159,Westlands,4,4,70 m²,KSh 75 900 000,Apartment / Flat,19-Feb-26,
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kilimani-116695121,Kilimani,1,1,60 m²,KSh 6 500 000,Apartment / Flat,27-Nov-25,"•	Elevators, •	Events Center, •	Kids Play Area, •	Fully equipped gym, •	Rooftop terrace for parties, •	Intercom, •	Borehole, •	Lights Fixtures, •	Fitted Kitchens, •	Rooftop Lounge and Restaurant, Whether you’re an investor looking for an excellent opportunity or a resident seeking a modern, comfortable abode, our apartments are designed to cater to your unique desires., Property Type, Price are Kshs 6.5 M when Unfurnished and 7.5 M Furnished with an area of 60 Sqm."
3 Bedroom Apartment / Flat,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-westlands-116744778,Westlands,3,3,156 m²,KSh 21 000 000,Apartment / Flat,15-Dec-25,
Vacant Land / Plot,https://www.property24.co.ke/vacant-land-plot-for-sale-in-runda-116895037,Runda,2.5,3,0.5 acres,KSh 55 000 000,Vacant Land / Plot,06-Feb-26,
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116698646,Westlands,1,1,56 m²,KSh 6 830 000,Apartment / Flat,28-Nov-25,"Hotel-inspired design and finishes, Modern gym & wellness area, Rooftop pool & leisure deck, Café lounge and co-working spaces, 24/7 Security & CCTV surveillance"
6 Bedroom Townhouse,https://www.property24.co.ke/6-bedroom-townhouse-for-sale-in-karen-116779257,Karen,6,7,3 acres,KSh 350 000 000,Townhouse,07-Jan-26,
4 Bedroom Apartment / Flat,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-westlands-116935394,Westlands,4,4,190 m²,KSh 40 000 000,Apartment / Flat,17-Feb-26,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-lavington-116776335,Lavington,2,1,68 m²,KSh 6 800 000,Apartment / Flat,07-Jan-26,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-syokimau-116869023,Syokimau,2,2,99 m²,KSh 7 500 000,Apartment / Flat,31-Jan-26,
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-westlands-116866244,Westlands,1,1,70 m²,KSh 9 200 000,Apartment / Flat,30-Jan-26,"Kids Play Area, High-Speed Lifts, Fully Equipped Gym, Swimming Pool, Power Back-up Generator, CCTV Surveillance                                                                                                          CALL/WHATSAPP 0790149753"
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kileleshwa-116686438,Kileleshwa,2,2,111 m²,KSh 10 400 000,Apartment / Flat,24-Nov-25,"# Swimming pool, #  Fully equipped gym & yoga room, #  Kids play area, #  Coffee bar & restaurant, #  Massage room, #  Borehole & full backup generator, # Grand double-height lobby with concierge, # High-speed lifts and intercom system, • Yaya Centre – 5 minutes, • Lavington Mall – 6 minutes, • Riverside Drive – 8 minutes, • Leading international schools, hospitals, and fine dining restaurants nearby"
5 Bedroom Apartment / Flat,https://www.property24.co.ke/5-bedroom-apartment-flat-for-sale-in-kilimani-116758313,Kilimani,5,5,302 m²,KSh 33 500 000,Apartment / Flat,22-Dec-25,"•	Quick connectivity to Ngong Road and Argwings Kodhek Road, •	Surrounded by top restaurants, cafés, gyms, and shopping outlets, •	Set in a secure, serene, and well-served environment ideal for modern city living, ________________________________________, Features & Highlights, •	All bedrooms ensuite, •	Spacious lounge & dining areas, •	Modern open-plan kitchens with high-quality fittings, •	Private balconies with scenic city views, •	Backup generator & borehole water supply, •	24/7 security + CCTV surveillance, •	Gym, rooftop terrace, and children’s play area"
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kileleshwa-116852161,Kileleshwa,1,1,65 m²,KSh 7 700 000,Apartment / Flat,27-Jan-26,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-116892520,Kilimani,2,2,114 m²,KSh 6 500 000,Apartment / Flat,06-Feb-26,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-riverside-116925072,Riverside,2,2,124.33 m²,KSh 13 700 000,Apartment / Flat,15-Feb-26,
4 Bedroom Townhouse,https://www.property24.co.ke/4-bedroom-townhouse-for-sale-in-loresho-116764716,Loresho,4,4,200 m²,KSh 40 000 000,Townhouse,31-Dec-25,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kileleshwa-116934729,Kileleshwa,2,2,68 m²,KSh 12 000 000,Apartment / Flat,17-Feb-26,
Vacant Land / Plot,https://www.property24.co.ke/vacant-land-plot-for-sale-in-lavington-116914738,Lavington,3,3,2.8 acres,KSh 1 300 000 000,Vacant Land / Plot,11-Feb-26,
3 Bedroom Apartment / Flat,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-syokimau-116724155,Syokimau,3,3,143 m²,KSh 12 000 000,Apartment / Flat,07-Dec-25,
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-riverside-116875724,Riverside,1,1,70 m²,KSh 6 800 000,Apartment / Flat,03-Feb-26,
7 Bedroom House,https://www.property24.co.ke/7-bedroom-house-for-sale-in-runda-116925486,Runda,7,8,0.5 acres,KSh 130 000 000,House,16-Feb-26,
5 Bedroom Apartment / Flat,https://www.property24.co.ke/5-bedroom-apartment-flat-for-sale-in-kilimani-116758309,Kilimani,5,5,302 m²,KSh 33 500 000,Apartment / Flat,22-Dec-25,"•	Quick connectivity to Ngong Road and Argwings Kodhek Road, •	Surrounded by top restaurants, cafés, gyms, and shopping outlets, •	Set in a secure, serene, and well-served environment ideal for modern city living, ________________________________________, Features & Highlights, •	All bedrooms ensuite, •	Spacious lounge & dining areas, •	Modern open-plan kitchens with high-quality fittings, •	Private balconies with scenic city views, •	Backup generator & borehole water supply, •	24/7 security + CCTV surveillance, •	Gym, rooftop terrace, and children’s play area"
3 Bedroom Apartment / Flat,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-south-c-116925328,South C,3,2,102 m²,KSh 13 400 000,Apartment / Flat,15-Feb-26,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kileleshwa-116885961,Kileleshwa,2,2,110 m²,KSh 10 500 000,Apartment / Flat,04-Feb-26,
5 Bedroom Apartment / Flat,https://www.property24.co.ke/5-bedroom-apartment-flat-for-sale-in-kileleshwa-116860457,Kileleshwa,5,6,298 m²,KSh 28 000 000,Apartment / Flat,29-Jan-26,
4 Bedroom Apartment / Flat,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-westlands-116674595,Westlands,4,5,112 m²,KSh 27 500 000,Apartment / Flat,20-Nov-25,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-116672916,Kilimani,2,2,85 m²,KSh 10 300 000,Apartment / Flat,20-Nov-25,
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kileleshwa-116844494,Kileleshwa,1,1,73 m²,KSh 4 200 000,Apartment / Flat,26-Jan-26,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116866377,Westlands,2,2,86 m²,KSh 11 700 000,Apartment / Flat,30-Jan-26,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116676812,Westlands,2,2,94 m²,KSh 12 600 000,Apartment / Flat,21-Nov-25,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kileleshwa-116844497,Kileleshwa,2,2,85 m²,KSh 6 820 000,Apartment / Flat,26-Jan-26,
4 Bedroom Apartment / Flat,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-kileleshwa-116860024,Kileleshwa,4,5,270 m²,KSh 25 400 000,Apartment / Flat,29-Jan-26,"Luxury sauna & spa, Fully equipped gym, Mini mart, Small golfing/practice area, On-site laundry shop, Full backup generator, High-speed elevators, Borehole & reliable water supply, 24/7 security & controlled access, ?? Prime Location – Kileleshwa:, Along Vihiga Road, Close to schools, malls, hospitals & lifestyle hubs, ?? Price Type:, Cash Purchase Only – KSh 25.4m, ?? Contact for viewing & booking:, 0748158876"
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-kilimani-116668535,Kilimani,2,2,80 m²,KSh 8 500 000,Apartment / Flat,19-Nov-25,
5 Bedroom House,https://www.property24.co.ke/5-bedroom-house-for-sale-in-kyuna-116925469,Kyuna,5,6,45 m²,KSh 86 500 000,House,16-Feb-26,
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kilimani-116899209,Kilimani,1,1,60 m²,KSh 6 300 000,Apartment / Flat,08-Feb-26,
5 Bedroom Townhouse,https://www.property24.co.ke/5-bedroom-townhouse-for-sale-in-lavington-116923024,Lavington,5,5,68 m²,KSh 60 000 000,Townhouse,13-Feb-26,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116687123,Westlands,2,2,109 m²,KSh 13 800 000,Apartment / Flat,25-Nov-25,"Heated rooftop infinity pool with skyline & forest views, Aerial gym, yoga room & game room, Mini mart, café, rooftop bar, and lounge, Concierge, 24/7 CCTV surveillance & full backup generator, 10 high-speed elevators, Rooftop experiences, including mini golf, cinema, and padel court, Studios – 48 sqm, 1-Bedroom Units, 1-Bedroom + Study – 87 sqm, 2-Bedroom Units, 3-Bedroom + DSQ Units, Penthouses, Available on request"
5 Bedroom House,https://www.property24.co.ke/5-bedroom-house-for-sale-in-runda-116925491,Runda,5,6,88 m²,KSh 125 000 000,House,16-Feb-26,
3 Bedroom Apartment / Flat,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-kileleshwa-116854707,Kileleshwa,3,3,234 m²,KSh 23 000 000,Apartment / Flat,28-Jan-26,"Swimming pool, management office, fully equipped gymnasium, sauna, steam bath and clubhouse, Perimeter wall with an electric and galvanized razor wire fence, High-speed lifts and high-quality finishing, In-built television points, Solar water heating system, High quality sanitary ware, Piped and borehole water supply, 24/7 security system (DSTV, CCTV, intercom), Controlled and gated community, Standby generator, A boundary wall with electric fence and gates, PRICES : FROM 23 M to 25 M"
3 Bedroom Apartment / Flat,https://www.property24.co.ke/3-bedroom-apartment-flat-for-sale-in-westlands-116687120,Westlands,3,4.5,158 m²,KSh 19 800 000,Apartment / Flat,25-Nov-25,"Heated rooftop infinity pool with skyline & forest views, Aerial gym, yoga room & game room, Mini mart, café, rooftop bar, and lounge, Concierge, 24/7 CCTV surveillance & full backup generator, 10 high-speed elevators, Rooftop experiences, including mini golf, cinema, and padel court, Studios – 48 sqm, 1-Bedroom Units, 1-Bedroom + Study – 87 sqm, 2-Bedroom Units, 3-Bedroom + DSQ Units, Penthouses, Available on request"
7 Bedroom House,https://www.property24.co.ke/7-bedroom-house-for-sale-in-nyari-116920497,Nyari,7,7,90 m²,KSh 230 000 000,House,13-Feb-26,
3 Bedroom House,https://www.property24.co.ke/3-bedroom-house-for-sale-in-kiambu-road-116908924,Kiambu Road,3,2,150 m²,KSh 27 000 000,House,10-Feb-26,
Apartment / Flat,https://www.property24.co.ke/apartment-flat-for-sale-in-riruta-116859817,Riruta,3,1,23 m²,KSh 2 300 000,Apartment / Flat,29-Jan-26,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-lavington-116719305,Lavington,2,1,70 m²,KSh 7 000 000,Apartment / Flat,05-Dec-25,
5 Bedroom Townhouse,https://www.property24.co.ke/5-bedroom-townhouse-for-sale-in-lavington-116926163,Lavington,5,5,387 m²,KSh 60 000 000,Townhouse,16-Feb-26,
5 Bedroom House,https://www.property24.co.ke/5-bedroom-house-for-sale-in-karen-116933257,Karen,5,5,0.75 acres,KSh 130 000 000,House,17-Feb-26,
2 Bedroom Apartment / Flat,https://www.property24.co.ke/2-bedroom-apartment-flat-for-sale-in-westlands-116706916,Westlands,2,3,131 m²,KSh 15 500 000,Apartment / Flat,02-Dec-25,"Fully equipped modern gym, Swimming pool for relaxation and recreation, Spacious balconies for fresh air and outdoor living, High-speed elevators for everyday convenience, CCTV surveillance and intercom systems for security, Prices and variety units:, Prime Location, # Sarit Centre – 5 minutes, # Westgate Mall – 6 minutes, # Chiromo Lane Medical Centre – 8 minutes"
4 Bedroom Apartment / Flat,https://www.property24.co.ke/4-bedroom-apartment-flat-for-sale-in-lavington-116711381,Lavington,4,4,130 m²,KSh 13 000 000,Apartment / Flat,03-Dec-25,
1 Bedroom Apartment / Flat,https://www.property24.co.ke/1-bedroom-apartment-flat-for-sale-in-kilimani-116854431,Kilimani,1,1,60 m²,KSh 6 000 000,Apartment / Flat,28-Jan-26,
