Title,Location,Bedrooms,Bathrooms,House Size,Price,Property Type,Listing Date,Amenities,size_value,size_unit,size_sqft,Price_per_sqft,Amenities_count,Listing Month,Listing Month Name,Listing Year,distance_to_cbd_km
2 Bedroom Apartment / Flat,kilimani,2.0,2.0,120 m²,11800000,Apartment / Flat,2026-02-17,"swimming pool, children play ground, mini library, purifuied water, borehole water, backup generator, circular walkway, main entrance, dropoff point, automatic sliding",120.0,m²,1291.67,9135.46,10,2,February,2026,4.936608046681177
1 Bedroom Apartment / Flat,westlands,1.0,1.0,72 m²,8400000,Apartment / Flat,2025-12-23,"fully equipped gym stay fit and healthy, backup generator uninterrupted power supply with our reliable backup generator, shower locker room convenient and secure locker room facilities, yoga room enhance your wellbeing in our serene yoga room, two heated swimming pools, cctv surveillance experience peace of mind with 247 cctv surveillance, indoor kid play area, borehole water supply reliable water supply, intercom system, reception area, indoor relaxing room, outdoor relaxing area, rooftop public bbq area, rooftop view restaurant, electric fence, seamlessly blends luxury, convenience, and an unbeatable location secure your unit today, completion date q3 2027, ",72.0,m²,775.0,10838.71,20,12,December,2025,5.654414563146205
3 Bedroom Apartment / Flat,kilimani,3.0,3.0,173 m²,24000000,Apartment / Flat,2026-01-19,lowdensity design with only two units per floor,173.0,m²,1862.15,12888.33,1,1,January,2026,4.936608046681177
4 Bedroom Apartment / Flat,lavington,4.0,3.0,100 m²,24000000,Apartment / Flat,2026-01-19,none,100.0,m²,1076.39,22296.75,1,1,January,2026,5.324669724932856
3 Bedroom Apartment / Flat,kileleshwa,3.0,3.0,150 m²,12800000,Apartment / Flat,2026-01-23,none,150.0,m²,1614.58,7927.76,1,1,January,2026,3.997772791838036
3 Bedroom Apartment / Flat,kilimani,3.0,4.0,182 m²,24000000,Apartment / Flat,2026-01-02,"10 highspeed elevators, events  community center, kids play zone with cycling track, heated swimming pool for allseason relaxation, fully equipped gym for active living, cctv surveillance  247 security with intercom access, reliable borehole  county water connection, elegant light fixtures  large windows for ample natural light, modern fitted kitchens with premium appliances, extended balconies offering scenic city views, available units  prices, why invest here, high rental yields perfect for investors seeking strong returns through serviced or longterm rentals, luxury urban living designed for those who value comfort, convenience, and a dynamic city lifestyle",182.0,m²,1959.03,12250.96,16,1,January,2026,4.936608046681177
2 Bedroom Apartment / Flat,westlands,2.0,3.0,135 m²,15150000,Apartment / Flat,2025-12-24,"kids play area, highspeed lifts, fully equipped gym, swimming pool, power backup generator, cctv surveillance",135.0,m²,1453.13,10425.77,6,12,December,2025,5.654414563146205
1 Bedroom Apartment / Flat,kilimani,1.0,1.0,60 m²,6900000,Apartment / Flat,2025-12-23,"elevators, events center, kids play area, lights fixtures, fitted kitchens",60.0,m²,645.83,10683.93,5,12,December,2025,4.936608046681177
4 Bedroom House,langata,4.0,4.0,246 m²,35900000,House,2026-01-17,none,246.0,m²,2647.92,13557.81,1,1,January,2026,9.94999663542341
1 Bedroom Apartment / Flat,westlands,1.0,1.0,45 m²,4500000,Apartment / Flat,2026-01-07,none,45.0,m²,484.38,9290.23,1,1,January,2026,5.654414563146205
1 Bedroom Apartment / Flat,westlands,1.0,1.0,65 m²,6500000,Apartment / Flat,2025-12-19,none,65.0,m²,699.65,9290.36,1,12,December,2025,5.654414563146205
3 Bedroom Apartment / Flat,rhapta road,3.0,3.5,173 m²,39000000,Apartment / Flat,2026-02-08,none,173.0,m²,1862.15,20943.53,1,2,February,2026,3.061656902201758
5 Bedroom Apartment / Flat,westlands,5.0,5.0,365 m²,45000000,Apartment / Flat,2026-02-13,"arrival concierge, beauty parlor, business center, residence lounge, health bar, gym and infinity pool with rain shower, joggingwalking track, libraryquiet area, spa  yoga center, games room, smart access solutions, inbuilding retail  laundry, sports facilities basketball, padel, etc, kids day care",365.0,m²,3928.82,11453.82,16,2,February,2026,5.654414563146205
1 Bedroom Apartment / Flat,westlands,1.0,1.0,53 m²,7000000,Apartment / Flat,2026-02-16,none,53.0,m²,570.49,12270.15,1,2,February,2026,5.654414563146205
1 Bedroom Apartment / Flat,kilimani,1.0,1.0,65 m²,7150000,Apartment / Flat,2026-01-05,"68 sqm at, 94 sqm at kshs 103 million  master ensuite, 96 sqm at kshs 1055 million  master ensuite, 100 sqm at kshs 11 million  master ensuite, 135 sqm at kshs 148 million  two ensuite, 173 sqm at kshs 189 million  all ensuite plus dsq",65.0,m²,699.65,10219.4,6,1,January,2026,4.936608046681177
1 Bedroom Apartment / Flat,lavington,1.0,1.0,161 m²,6600000,Apartment / Flat,2026-01-30,none,161.0,m²,1732.99,3808.45,1,1,January,2026,5.324669724932856
2 Bedroom Apartment / Flat,kilimani,2.0,2.0,110 m²,11500000,Apartment / Flat,2025-12-17,"it is in close proximity to shopping facilities such as the junction mall, , the development comprises of affordable and spacious, project features, full backup generator, wellequipped gym, heated swimming pool, childrens play area, borehole water high, speed lifts, circular runway",110.0,m²,1184.03,9712.59,11,12,December,2025,4.936608046681177
Apartment / Flat,kilimani,2.0,1.0,45 m²,5500000,Apartment / Flat,2025-12-18,none,45.0,m²,484.38,11354.72,1,12,December,2025,4.936608046681177
4 Bedroom Apartment / Flat,kilimani,4.0,4.0,148 m²,14800000,Apartment / Flat,2026-02-12,none,148.0,m²,1593.06,9290.3,1,2,February,2026,4.936608046681177
3 Bedroom Apartment / Flat,parklands,3.0,3.0,181 m²,15900000,Apartment / Flat,2026-01-15,none,181.0,m²,1948.27,8161.09,1,1,January,2026,2.4546437248996504
3 Bedroom Apartment / Flat,kileleshwa,3.0,3.0,150 m²,27000000,Apartment / Flat,2026-01-17,none,150.0,m²,1614.58,16722.62,1,1,January,2026,3.997772791838036
2 Bedroom Apartment / Flat,westlands,2.0,2.0,102 m²,11000000,Apartment / Flat,2025-12-18,none,102.0,m²,1097.92,10018.94,1,12,December,2025,5.654414563146205
4 Bedroom Apartment / Flat,kileleshwa,4.0,4.0,228 m²,26000000,Apartment / Flat,2026-02-12,none,228.0,m²,2454.17,10594.21,1,2,February,2026,3.997772791838036
3 Bedroom Apartment / Flat,kilimani,3.0,3.0,173 m²,24000000,Apartment / Flat,2026-01-09,"10 highspeed elevators, swimming pool, fully equipped gym, events center  recreational lounge, cycling path and kids play area, cctv surveillance and intercom system, borehole and backup water supply, beautiful lighting fixtures and modern finishes, fitted kitchens with highquality fittings, nearby public facilities, conveniently located close to, yaya centre, adlife plaza, and junction mall for shopping and dining, reputable schools such as makini, french school, and riara schools, easy access to public transport, kindaruma road, and argwings kodhek road",173.0,m²,1862.15,12888.33,20,1,January,2026,4.936608046681177
3 Bedroom Apartment / Flat,westlands,3.0,4.0,160 m²,24610000,Apartment / Flat,2025-12-16,none,160.0,m²,1722.22,14289.7,1,12,December,2025,5.654414563146205
Vacant Land / Plot,karen,1.0,1.0,4 000 m²,37000000,Vacant Land / Plot,2026-02-12,none,4.0,m²,43.06,859266.14,1,2,February,2026,14.19890831682088
1 Bedroom Apartment / Flat,westlands,1.0,1.0,58 m²,8000000,Apartment / Flat,2025-12-15,"heated rooftop pool with panoramic city views, stateoftheart gym  wellness suite, vr golf simulator  exclusive private cinema, residents lounge  professional business meeting spaces, trendy coffee shop  lounge bar, onsite mini mart  pharmacy for ultimate convenience, kids play area  indoor gaming zone, full power backup, borehole water supply, and high security, ideal for living or letting, book a site visit or get more info now  254 787 855 213",58.0,m²,624.31,12814.15,12,12,December,2025,5.654414563146205
3 Bedroom Apartment / Flat,westlands,3.0,4.5,142 m²,17000000,Apartment / Flat,2025-12-16,"ground floor, grand reception with 6m ceilings, dry cleaning room, lift lobby, mezzanine floor, lounge  relaxation area, indoor mini golf court 20m, conference  meeting rooms, 8seat theater room, spa  sauna, reading lounge, indoor kids play area, infinity swimming pool with panoramic city views, yoga  wellness deck, residents coffee house  bbq area, fully equipped gym, modern highspeed lifts, backup generator, 247 security  cctv, smart locks  intercom system, why invest in galaxy one, iconic architecture and highquality finishes, crossventilated, welllit apartments, low building coverage with 2 green courtyards, skyhigh rooftop pool with 360 views, short walking distance to waiyaki way, easy access to cbd, malls, hospitals, airport, schools, professional 247 facilities management  security, planned housekeeping  handyman services on standby, high roi potential and investor demand, callwhatsapp 254 721 514314",142.0,m²,1528.47,11122.23,36,12,December,2025,5.654414563146205
4 Bedroom Townhouse,runda,4.0,4.0,280 m²,48500000,Townhouse,2026-02-11,none,280.0,m²,3013.89,16092.16,1,2,February,2026,7.1341334164838
1 Bedroom Apartment / Flat,westlands,1.0,1.0,72 m²,8500000,Apartment / Flat,2025-12-14,none,72.0,m²,775.0,10967.74,1,12,December,2025,5.654414563146205
1 Bedroom Apartment / Flat,westlands,1.0,1.0,52 m²,6100000,Apartment / Flat,2025-12-18,"mini 1 bedroom 43 sqm  from ksh 5m, 1 bedroom 5288 sqm  from ksh 61m to 122m, 2 bedroom 113142 sqm  from ksh 132m to 192m",52.0,m²,559.72,10898.31,3,12,December,2025,5.654414563146205
2 Bedroom Apartment / Flat,syokimau,2.0,2.0,90 m²,53000,Apartment / Flat,2026-01-05,none,90.0,m²,968.75,54.71,1,1,January,2026,13.59692712262327
1 Bedroom Apartment / Flat,kilimani,1.0,1.0,67 m²,6700000,Apartment / Flat,2026-02-11,none,67.0,m²,721.18,9290.33,1,2,February,2026,4.936608046681177
2 Bedroom Apartment / Flat,kilimani,2.0,2.0,82 m²,14500000,Apartment / Flat,2026-01-01,"20metre heated swimming pool, fully equipped gym, steam  sauna facilities, outdoor walking  jogging track, half basketball court, childrens games room, barbecue area, solar water heating, full backup generator, cctv surveillance, nearby public  social facilities, close to yaya centre, prestige plaza  junction mall, near international schools, hospitals  banks, proximity to restaurants, cafes  recreational centres, convenient access to major roads and public transport",82.0,m²,882.64,16427.99,18,1,January,2026,4.936608046681177
2 Bedroom Apartment / Flat,westlands,2.0,2.0,94 m²,14000000,Apartment / Flat,2025-12-14,none,94.0,m²,1011.81,13836.59,1,12,December,2025,5.654414563146205
4 Bedroom Apartment / Flat,kileleshwa,4.0,4.0,275 m²,31000000,Apartment / Flat,2026-02-10,none,275.0,m²,2960.07,10472.73,1,2,February,2026,3.997772791838036
1 Bedroom Apartment / Flat,westlands,1.0,1.0,68 m²,7800000,Apartment / Flat,2025-12-16,"highspeed lifts 2 per block for seamless movement, heated swimming pool enjoy yearround luxury, kids play area safe and fun for children, caf relax and unwind, yoga studio wellness at your doorstep, cctv surveillance 247 security monitoring, water borehole reliable water supply, mini shop convenience within the residence, control room enhanced security and monitoring, modern, highquality finishing crafted for luxury, seamlessly blends luxury, convenience, and an unbeatable location, secure your unit today completion date q3 2027, payment",68.0,m²,731.95,10656.47,16,12,December,2025,5.654414563146205
3 Bedroom Apartment / Flat,westlands,3.0,3.0,141 m²,19800000,Apartment / Flat,2026-02-16,none,141.0,m²,1517.71,13045.97,1,2,February,2026,5.654414563146205
4 Bedroom Apartment / Flat,westlands,4.0,4.0,172 m²,19500000,Apartment / Flat,2026-02-10,none,172.0,m²,1851.39,10532.63,1,2,February,2026,5.654414563146205
Apartment / Flat,westlands,3.0,1.0,43 m²,5900000,Apartment / Flat,2026-02-13,none,43.0,m²,462.85,12747.11,1,2,February,2026,5.654414563146205
3 Bedroom Apartment / Flat,westlands,3.0,3.0,116 m²,13900000,Apartment / Flat,2026-02-10,none,116.0,m²,1248.61,11132.38,1,2,February,2026,5.654414563146205
2 Bedroom Apartment / Flat,donholm,2.0,2.0,100 m²,7000000,Apartment / Flat,2026-01-23,none,100.0,m²,1076.39,6503.22,1,1,January,2026,7.521301294249057
2 Bedroom Apartment / Flat,kitisuru,2.0,3.0,127 m²,12500000,Apartment / Flat,2026-02-21,"24  hour manned gate, 247 cctv surveillance, fully fitted gym, grand entrance lobby, full backup generator, rooftop sky lounge with scenic views, high speed lift, rooftop sky lounge, coworking space, beautiful entrance lobby, available unit and pricing, 2 bedroom duplex  price  ksh12, 500, 000 only one unit remaining, 2 bedroom penthouse  price from 15, 800, 000 sold out",127.0,m²,1367.02,9143.98,17,2,February,2026,7.37577579548898
2 Bedroom Apartment / Flat,westlands,2.0,3.0,107 m²,12300000,Apartment / Flat,2025-12-16,none,107.0,m²,1151.74,10679.49,1,12,December,2025,5.654414563146205
1 Bedroom Apartment / Flat,westlands,1.0,1.0,64 m²,6500000,Apartment / Flat,2026-01-23,none,64.0,m²,688.89,9435.47,1,1,January,2026,5.654414563146205
2 Bedroom Apartment / Flat,gigiri,2.0,2.0,130 m²,25600000,Apartment / Flat,2026-02-12,none,130.0,m²,1399.31,18294.73,1,2,February,2026,5.664257204889427
2 Bedroom Apartment / Flat,kilimani,2.0,2.0,90 m²,9000000,Apartment / Flat,2026-01-01,none,90.0,m²,968.75,9290.32,1,1,January,2026,4.936608046681177
1 Bedroom Apartment / Flat,westlands,1.0,1.0,64 m²,6500000,Apartment / Flat,2025-12-10,none,64.0,m²,688.89,9435.47,1,12,December,2025,5.654414563146205
1 Bedroom Apartment / Flat,lavington,1.0,1.0,55 m²,5500000,Apartment / Flat,2025-12-10,none,55.0,m²,592.01,9290.38,1,12,December,2025,5.324669724932856
2 Bedroom Apartment / Flat,westlands,2.0,2.0,131 m²,16000000,Apartment / Flat,2025-12-11,"rooftop swimming pool, sky lounge with panoramic views, fully equipped gym  sauna, onsite retail shops, kids play area",131.0,m²,1410.07,11346.95,5,12,December,2025,5.654414563146205
2 Bedroom Apartment / Flat,kilimani,2.0,3.0,98 m²,10800000,Apartment / Flat,2026-02-19,none,98.0,m²,1054.86,10238.33,1,2,February,2026,4.936608046681177
2 Bedroom Apartment / Flat,lavington,2.0,2.0,100 m²,26000000,Apartment / Flat,2026-01-13,none,100.0,m²,1076.39,24154.81,1,1,January,2026,5.324669724932856
1 Bedroom Apartment / Flat,westlands,1.0,1.0,68 m²,8700000,Apartment / Flat,2026-02-08,none,68.0,m²,731.95,11886.06,1,2,February,2026,5.654414563146205
1 Bedroom Apartment / Flat,riverside,1.0,1.0,60 m²,7200000,Apartment / Flat,2025-12-09,none,60.0,m²,645.83,11148.44,1,12,December,2025,5.982157225591536
3 Bedroom Apartment / Flat,kilimani,3.0,3.0,120 m²,13000000,Apartment / Flat,2025-12-09,none,120.0,m²,1291.67,10064.49,1,12,December,2025,4.936608046681177
2 Bedroom Apartment / Flat,westlands,2.0,2.0,113 m²,13200000,Apartment / Flat,2025-12-10,"mini 1 bedroom 43 sqm  from ksh 5m, 1 bedroom 5288 sqm  from ksh 61m to 122m, 2 bedroom 113142 sqm  from ksh 132m to 192m",113.0,m²,1216.32,10852.41,3,12,December,2025,5.654414563146205
2 Bedroom Apartment / Flat,kilimani,2.0,2.0,77 m²,11830000,Apartment / Flat,2026-01-01,"two heated swimming pools ground  rooftop, two fully equipped gyms ground  rooftop, rooftop walking track  relaxation lounge, game room  kids play area, barbecue area, reception zone  concierge services, meeting rooms, class a facility management, balconies  terraces, treated borehole, full backup generator, highspeed elevators per block, solar water heating, cctv surveillance  24hour security, nearby public  social facilities, junction mall  prestige plaza ngong road, close to riara road schools  educational institutions, nearby hospitals, banks  supermarkets, close to restaurants, cafs  recreational centres, wellconnected to major public transport routes",77.0,m²,828.82,14273.3,22,1,January,2026,4.936608046681177
3 Bedroom Apartment / Flat,riverside,3.0,3.5,174 m²,21000000,Apartment / Flat,2025-12-09,"1 bedroom 6081sqm  from ksh 72m to 1092m, 2 bedroom  block c 84sqm  from ksh 1008m to 1092m, 2 bedroom  block b 114117sqm  from ksh 1368m to 1521m, 2 bedroom  dsq  block a 129sqm  from ksh 1561m to 1677m, 3 bedroom  block a 174sqm  from ksh 2105m to 2262m, swimming pool, fully equipped gym, backup generator, borehole  reliable water supply, highspeed lifts, 247 security, cctv  access control, childrens play area, balcony with, modern kitchen  premium finishes, green landscaped spaces, residents lounge  social areas",174.0,m²,1872.92,11212.44,17,12,December,2025,5.982157225591536
2 Bedroom Apartment / Flat,kilimani,2.0,2.0,91 m²,11400000,Apartment / Flat,2025-12-08,callwhatsapp 254 721 514 314,91.0,m²,979.51,11638.47,1,12,December,2025,4.936608046681177
4 Bedroom Apartment / Flat,kilimani,4.0,4.0,258 m²,23460000,Apartment / Flat,2026-02-08,none,258.0,m²,2777.09,8447.69,1,2,February,2026,4.936608046681177
2 Bedroom Apartment / Flat,westlands,2.0,2.0,106 m²,14500000,Apartment / Flat,2025-12-28,"fully equipped gym, heated swimming pool, childrens playground, residents recreation club, yoga room, reading lounge, coffee bar, 24hour security with cctv surveillance, borehole water with purification system, full backup generator, nearby public facilities  conveniences, shopping  lifestyle, sarit centre, westgate mall, gtc mall, the mall, one africa place, dining, hotels  entertainment, mvenpick hotel, kempinski hotel, artcaff, the alchemist, urban eatery, healthcare, mp shah hospital, aga khan university hospital, education, oshwal academy, business  commercial hubs, riverside corporate offices, parklands business zone, accessibility",106.0,m²,1140.97,12708.48,33,12,December,2025,5.654414563146205
3 Bedroom Apartment / Flat,kileleshwa,3.0,3.0,180 m²,18000000,Apartment / Flat,2026-02-09,"fully equipped gym, swimming pool, childrens play area, cctv and visual conversational system, fully integrated security systems and professional security team, highspeed lifts",180.0,m²,1937.5,9290.32,6,2,February,2026,3.997772791838036
1 Bedroom Apartment / Flat,kilimani,1.0,1.0,53 m²,5800000,Apartment / Flat,2026-01-12,none,53.0,m²,570.49,10166.7,1,1,January,2026,4.936608046681177
2 Bedroom Apartment / Flat,kilimani,2.0,2.0,94 m²,9600000,Apartment / Flat,2026-01-12,none,94.0,m²,1011.81,9487.95,1,1,January,2026,4.936608046681177
1 Bedroom Apartment / Flat,kilimani,1.0,1.0,60 m²,6900000,Apartment / Flat,2025-12-10,"elevators, events center, kids play area, lights fixtures, fitted kitchens",60.0,m²,645.83,10683.93,5,12,December,2025,4.936608046681177
2 Bedroom House,lavington,2.0,2.0,86 m²,7800000,House,2026-01-21,none,86.0,m²,925.7,8426.06,1,1,January,2026,5.324669724932856
1 Bedroom Apartment / Flat,riverside,1.0,1.0,60 m²,7200000,Apartment / Flat,2025-12-07,none,60.0,m²,645.83,11148.44,1,12,December,2025,5.982157225591536
1 Bedroom Apartment / Flat,westlands,1.0,1.0,70 m²,8400000,Apartment / Flat,2025-12-11,"rooftop swimming pool, sky lounge with panoramic views, fully equipped gym  sauna, onsite retail shops, kids play area",70.0,m²,753.47,11148.42,5,12,December,2025,5.654414563146205
3 Bedroom Apartment / Flat,kilimani,3.0,3.0,178 m²,25740000,Apartment / Flat,2026-01-01,"two heated swimming pools ground  rooftop, two fully equipped gyms ground  rooftop, rooftop walking track  relaxation lounge, game room  kids play area, barbecue area, reception zone  concierge services, meeting rooms, class a facility management, balconies  terraces, treated borehole, full backup generator, highspeed elevators per block, solar water heating, cctv surveillance  24hour security, nearby public  social facilities, junction mall  prestige plaza ngong road, close to riara road schools  educational institutions, nearby hospitals, banks  supermarkets, close to restaurants, cafs  recreational centres, wellconnected to major public transport routes",178.0,m²,1915.97,13434.45,22,1,January,2026,4.936608046681177
2 Bedroom Apartment / Flat,kilimani,2.0,2.0,100 m²,11000000,Apartment / Flat,2026-01-03,"68 sqm at kshs 715 million, 94 sqm at kshs 103 million  master ensuite, 96 sqm at kshs 1055 million  master ensuite, 100 sqm at kshs 11 million  master ensuite, 135 sqm at kshs 148 million  two ensuite, 173 sqm at kshs 189 million  all ensuite plus dsq",100.0,m²,1076.39,10219.34,6,1,January,2026,4.936608046681177
2 Bedroom Apartment / Flat,kilimani,2.0,3.0,112 m²,11500000,Apartment / Flat,2025-12-10,"elevators, events center, kids play area, lights fixtures, fitted kitchens",112.0,m²,1205.56,9539.14,5,12,December,2025,4.936608046681177
3 Bedroom Apartment / Flat,westlands,3.0,3.0,150 m²,22000000,Apartment / Flat,2026-02-09,none,150.0,m²,1614.58,13625.83,1,2,February,2026,5.654414563146205
1 Bedroom Apartment / Flat,westlands,1.0,1.0,59 m²,7800000,Apartment / Flat,2026-02-06,none,59.0,m²,635.07,12282.11,1,2,February,2026,5.654414563146205
2 Bedroom Apartment / Flat,riverside,2.0,2.0,129.45 m²,14300000,Apartment / Flat,2026-02-21,none,129.45,m²,1393.39,10262.74,1,2,February,2026,5.982157225591536
3 Bedroom Apartment / Flat,kilimani,3.0,3.0,110 m²,11000000,Apartment / Flat,2026-01-07,none,110.0,m²,1184.03,9290.31,1,1,January,2026,4.936608046681177
Vacant Land / Plot,runda,4.0,5.0,234 m²,25000000,Vacant Land / Plot,2026-01-30,none,234.0,m²,2518.75,9925.56,1,1,January,2026,7.1341334164838
4 Bedroom Apartment / Flat,kilimani,4.0,4.0,200 m²,20100000,Apartment / Flat,2025-12-19,none,200.0,m²,2152.78,9336.76,1,12,December,2025,4.936608046681177
4 Bedroom Apartment / Flat,kileleshwa,4.0,4.0,200 m²,20100000,Apartment / Flat,2026-01-14,none,200.0,m²,2152.78,9336.76,1,1,January,2026,3.997772791838036
4 Bedroom Apartment / Flat,westlands,4.0,3.0,57 m²,36000000,Apartment / Flat,2026-02-21,none,57.0,m²,613.54,58675.88,1,2,February,2026,5.654414563146205
1 Bedroom Apartment / Flat,westlands,1.0,1.0,59 m²,7800000,Apartment / Flat,2026-02-06,none,59.0,m²,635.07,12282.11,1,2,February,2026,5.654414563146205
2 Bedroom Apartment / Flat,kitisuru,2.0,2.0,100 m²,12000000,Apartment / Flat,2026-02-20,"cabropaved driveways, 24 hour manned security gate, clean and reliable borehole water, underground water storage tanks, swimming pool, backup generator, cctv security system, club house, fully equipped gym, for viewing arrangements call the following contact information below, 254 762207139  elitors agencies",100.0,m²,1076.39,11148.38,11,2,February,2026,7.37577579548898
2 Bedroom Apartment / Flat,westlands,2.0,1.0,75 m²,7500000,Apartment / Flat,2026-01-14,none,75.0,m²,807.29,9290.34,1,1,January,2026,5.654414563146205
3 Bedroom Apartment / Flat,westlands,3.0,4.5,152 m²,21000000,Apartment / Flat,2025-12-10,"life at amani residence extends beyond your apartment  enjoy a collection of luxury facilities designed for wellness, recreation, and community living, fully equipped gym  stay active with convenience, two heated infinity pools  perfect for relaxation and fitness, childrens playgrounds  safe and fun spaces for little ones, yoga studio  calm, wellnessfocused retreat, reading lounge  community library  quiet spaces for learning and leisure, borehole water  purifier  clean, reliable water supply, full backup generator  continuous power supply, 247 security with cctv  total peace of mind, bbq area  relaxation zone  ideal for family and community gatherings, carpedestrian separation  enhanced safety and comfort",152.0,m²,1636.11,12835.32,15,12,December,2025,5.654414563146205
3 Bedroom Apartment / Flat,kilimani,3.0,3.0,302 m²,37500000,Apartment / Flat,2026-01-04,"prestige plaza  shopping and services along ngong road, local supermarkets, pharmacies and convenience stores are scattered through the neighbourhood, residents enjoy easy access to malls, fashion and grocery stores, banks, and everyday services within minutes, dining, cafs  social spots, trendy cafs and coffee shops, as well as local and international restaurants, bars, lounges, and nightlife venues catering to both casual and upscale crowds, completion december 2026",302.0,m²,3250.7,11535.98,15,1,January,2026,4.936608046681177
1 Bedroom Apartment / Flat,riverside,1.0,1.0,66 m²,20150000,Apartment / Flat,2026-01-01,"elegant reception  lobby, conference  business meeting facilities, restaurant, fully equipped gym, heated swimming pool, borehole  full backup generator, highspeed lifts, nearby public  social facilities, near un offices gigiri and major embassies, easy access to abc place, sarit centre  westgate mall, reputable international schools and hospitals nearby, quick access to waiyaki way and key transport corridors",66.0,m²,710.42,28363.5,13,1,January,2026,5.982157225591536
4 Bedroom Apartment / Flat,westlands,4.0,4.0,150 m²,15000000,Apartment / Flat,2025-12-17,none,150.0,m²,1614.58,9290.34,1,12,December,2025,5.654414563146205
1 Bedroom Apartment / Flat,westlands,1.0,1.0,74 m²,9022000,Apartment / Flat,2025-12-03,none,74.0,m²,796.53,11326.63,1,12,December,2025,5.654414563146205
2 Bedroom Apartment / Flat,kileleshwa,2.0,2.0,99 m²,9700000,Apartment / Flat,2026-01-21,"children care centre and family gathering room, coffee house, a wellequipped gym, power backup generator for all areas including inside, borehole and water storage facilities, satellite tv and fiber optic infrastructure, cctv, electric fencing, intercom, 24 hour security, 24 hour cctv, 24 hour security, backup generator, balcony, borehole water",99.0,m²,1065.63,9102.6,15,1,January,2026,3.997772791838036
2 Bedroom Apartment / Flat,lavington,2.0,1.0,70 m²,7000000,Apartment / Flat,2025-12-18,none,70.0,m²,753.47,9290.35,1,12,December,2025,5.324669724932856
4 Bedroom Apartment / Flat,kilimani,4.0,4.0,130 m²,13000000,Apartment / Flat,2025-12-17,none,130.0,m²,1399.31,9290.29,1,12,December,2025,4.936608046681177
1 Bedroom Apartment / Flat,westlands,1.0,1.0,67 m²,9800000,Apartment / Flat,2025-12-02,"kids play area, highspeed lifts, fully equipped gym, swimming pool, power backup generator, cctv surveillance",67.0,m²,721.18,13588.84,6,12,December,2025,5.654414563146205
4 Bedroom Apartment / Flat,lavington,4.0,4.0,130 m²,13000000,Apartment / Flat,2025-12-16,none,130.0,m²,1399.31,9290.29,1,12,December,2025,5.324669724932856
4 Bedroom Apartment / Flat,kilimani,4.0,4.0,211 m²,21200000,Apartment / Flat,2026-02-04,none,211.0,m²,2271.18,9334.35,1,2,February,2026,4.936608046681177
4 Bedroom Apartment / Flat,kileleshwa,4.0,4.0,170 m²,17000000,Apartment / Flat,2026-01-05,none,170.0,m²,1829.86,9290.33,1,1,January,2026,3.997772791838036
3 Bedroom Apartment / Flat,kilimani,3.0,4.0,212 m²,22000000,Apartment / Flat,2026-01-07,none,212.0,m²,2281.95,9640.88,1,1,January,2026,4.936608046681177
1 Bedroom Apartment / Flat,kilimani,1.0,1.0,68 m²,7150000,Apartment / Flat,2026-01-21,none,68.0,m²,731.95,9768.43,1,1,January,2026,4.936608046681177
3 Bedroom Apartment / Flat,kilimani,3.0,4.0,182 m²,24000000,Apartment / Flat,2025-12-15,"10 highspeed elevators, events  community center, kids play zone with cycling track, heated swimming pool for allseason relaxation, fully equipped gym for active living, cctv surveillance  247 security with intercom access, reliable borehole  county water connection, elegant light fixtures  large windows for ample natural light, modern fitted kitchens with premium appliances, extended balconies offering scenic city views, available units  prices, why invest here, high rental yields perfect for investors seeking strong returns through serviced or longterm rentals, luxury urban living designed for those who value comfort, convenience, and a dynamic city lifestyle",182.0,m²,1959.03,12250.96,16,12,December,2025,4.936608046681177
2 Bedroom Apartment / Flat,kitisuru,2.0,2.0,226 m²,12000000,Apartment / Flat,2026-02-19,"cabropaved driveways, 24 hour manned security gate, clean and reliable borehole water, underground water storage tanks, swimming pool, backup generator, cctv security system, club house, fully equipped gym, for viewing arrangements call the following contact information below, 254 762207139  elitors agencies",226.0,m²,2432.64,4932.91,11,2,February,2026,7.37577579548898
2 Bedroom Apartment / Flat,kilimani,2.0,2.0,100 m²,10500000,Apartment / Flat,2026-02-05,none,100.0,m²,1076.39,9754.83,1,2,February,2026,4.936608046681177
2 Bedroom Apartment / Flat,westlands,2.0,2.0,90 m²,14000000,Apartment / Flat,2025-12-01,none,90.0,m²,968.75,14451.61,1,12,December,2025,5.654414563146205
3 Bedroom Apartment / Flat,riverside,3.0,5.0,302 m²,30000000,Apartment / Flat,2025-12-01,none,302.0,m²,3250.7,9228.78,1,12,December,2025,5.982157225591536
1 Bedroom Apartment / Flat,westlands,1.0,1.0,58 m²,8700000,Apartment / Flat,2025-12-04,none,58.0,m²,624.31,13935.38,1,12,December,2025,5.654414563146205
4 Bedroom Apartment / Flat,kilimani,4.0,4.0,302 m²,37500000,Apartment / Flat,2026-01-02,"prestige plaza  shopping and services along ngong road, local supermarkets, pharmacies and convenience stores are scattered through the neighbourhood, residents enjoy easy access to malls, fashion and grocery stores, banks, and everyday services within minutes, dining, cafs  social spots, trendy cafs and coffee shops, as well as local and international restaurants, bars, lounges, and nightlife venues catering to both casual and upscale crowds, completion december 2026",302.0,m²,3250.7,11535.98,15,1,January,2026,4.936608046681177
